Ticker,month,open,close,monthly_return
ADANIENT,2023-10,2418.0,2294.65,-0.03878940203162631
ADANIENT,2023-11,2299.0,2358.55,0.06370360348171199
ADANIENT,2023-12,2370.0,2848.95,0.20580268337071997
ADANIENT,2024-01,2852.3,3142.0,0.0770601947072536
ADANIENT,2024-02,3156.9,3285.4,0.04182654193752976
ADANIENT,2024-03,3309.85,3197.1,-0.036655367231638446
ADANIENT,2024-04,3230.2,3054.7,-0.060699240490759844
ADANIENT,2024-05,3071.95,3411.35,0.12230227661534412
ADANIENT,2024-06,3725.0,3177.15,-0.12841368904739042
ADANIENT,2024-07,3179.95,3169.4,-0.004522897166907497
ADANIENT,2024-08,3180.0,3019.35,-0.061512161007071284
ADANIENT,2024-09,3021.1,3135.85,0.03080058511250261
ADANIENT,2024-10,3136.3,2947.25,-0.07496625969053072
ADANIENT,2024-11,2960.0,2228.0,-0.24461773181895236
ADANIPORTS,2023-10,826.0,784.75,-0.05611017560740916
ADANIPORTS,2023-11,784.75,825.5,0.07333246651930825
ADANIPORTS,2023-12,839.2,1024.35,0.2374365788837883
ADANIPORTS,2024-01,1026.55,1207.65,0.15250274371331793
ADANIPORTS,2024-02,1213.6,1320.5,0.0833982852689011
ADANIPORTS,2024-03,1335.0,1341.85,0.01493835564632025
ADANIPORTS,2024-04,1356.8,1324.9,-0.03706664728541318
ADANIPORTS,2024-05,1333.95,1437.4,0.07364804302360334
ADANIPORTS,2024-06,1549.0,1478.1,-0.06682660437513818
ADANIPORTS,2024-07,1483.0,1569.9,0.06469989827060027
ADANIPORTS,2024-08,1580.95,1481.9,-0.06807533880451529
ADANIPORTS,2024-09,1490.0,1448.2,-0.030980260956841723
ADANIPORTS,2024-10,1448.2,1375.95,-0.06238500851788753
ADANIPORTS,2024-11,1386.5,1136.75,-0.18477481353987382
APOLLOHOSP,2023-10,5138.95,4819.9,-0.05842018382676138
APOLLOHOSP,2023-11,4835.0,5528.95,0.15269308148565106
APOLLOHOSP,2023-12,5550.0,5704.1,0.02020156855029837
APOLLOHOSP,2024-01,5741.0,6352.95,0.10485126216293765
APOLLOHOSP,2024-02,6289.65,6101.6,-0.029636049904976893
APOLLOHOSP,2024-03,6102.0,6356.8,0.044598547342820614
APOLLOHOSP,2024-04,6401.0,5947.1,-0.07900422006272015
APOLLOHOSP,2024-05,5947.1,5839.2,-0.020030040865646904
APOLLOHOSP,2024-06,5986.3,6185.7,0.057167760459392945
APOLLOHOSP,2024-07,6180.0,6615.3,0.07732269359172708
APOLLOHOSP,2024-08,6615.3,6927.5,0.032968507694142966
APOLLOHOSP,2024-09,6989.0,7199.15,0.04638047688606906
APOLLOHOSP,2024-10,7201.5,7022.7,-0.01826416993436649
APOLLOHOSP,2024-11,7022.7,6935.1,-0.013772851058383443
ASIANPAINT,2023-10,3166.1,2995.7,-0.05404423954402643
ASIANPAINT,2023-11,2997.95,3119.9,0.06316130241433947
ASIANPAINT,2023-12,3146.95,3402.4,0.07216234953047204
ASIANPAINT,2024-01,3403.0,2957.85,-0.12904508112246402
ASIANPAINT,2024-02,2961.0,2821.9,-0.036680492259374885
ASIANPAINT,2024-03,2832.9,2846.75,0.005297077778758718
ASIANPAINT,2024-04,2860.95,2875.9,0.0017067223963776004
ASIANPAINT,2024-05,2875.1,2881.2,-0.03165960879209527
ASIANPAINT,2024-06,2950.0,2917.05,0.01765249699105178
ASIANPAINT,2024-07,2889.3,3084.45,0.05350433772798676
ASIANPAINT,2024-08,3088.0,3126.8,0.008856695758788221
ASIANPAINT,2024-09,3148.0,3329.1,0.05653850426061985
ASIANPAINT,2024-10,3317.0,2935.65,-0.10426106457961458
ASIANPAINT,2024-11,2958.0,2472.2,-0.15907274180655478
AXISBANK,2023-10,1035.0,981.85,-0.056865664473368174
AXISBANK,2023-11,977.85,1074.25,0.10542292652809225
AXISBANK,2023-12,1075.4,1102.3,-0.0021273706603902923
AXISBANK,2024-01,1095.0,1067.75,-0.027284321763687752
AXISBANK,2024-02,1072.65,1075.1,-0.00843901314272547
AXISBANK,2024-03,1076.0,1047.2,-0.04735046622697289
AXISBANK,2024-04,1052.35,1165.9,0.10711233501092032
AXISBANK,2024-05,1156.0,1162.15,0.010697047440970721
AXISBANK,2024-06,1197.05,1265.25,0.03378543998692696
AXISBANK,2024-07,1273.0,1166.1,-0.07591726761233075
AXISBANK,2024-08,1168.0,1175.25,0.00251642071142203
AXISBANK,2024-09,1176.0,1232.2,0.036507402422611114
AXISBANK,2024-10,1228.1,1159.55,-0.05470183018791027
AXISBANK,2024-11,1164.05,1142.4,-0.02321405668846981
BAJAJ-AUTO,2023-10,5065.0,5314.05,0.05932482133779872
BAJAJ-AUTO,2023-11,5305.0,6090.55,0.13962408899117756
BAJAJ-AUTO,2023-12,6050.0,6797.25,0.12424640881236507
BAJAJ-AUTO,2024-01,6770.0,7667.55,0.14422259032099205
BAJAJ-AUTO,2024-02,7680.0,7909.35,0.033125428599418784
BAJAJ-AUTO,2024-03,7955.0,9148.15,0.137822525979316
BAJAJ-AUTO,2024-04,9194.8,8903.65,-0.015317153553081955
BAJAJ-AUTO,2024-05,8944.0,9084.75,-0.002842826801600285
BAJAJ-AUTO,2024-06,9180.0,9501.65,0.01780310536717554
BAJAJ-AUTO,2024-07,9505.0,9664.2,0.013826528471318985
BAJAJ-AUTO,2024-08,9844.0,10891.55,0.11932069266738599
BAJAJ-AUTO,2024-09,10926.0,12345.95,0.10963859753192946
BAJAJ-AUTO,2024-10,12414.25,9836.3,-0.1909240835866075
BAJAJ-AUTO,2024-11,9905.0,9481.65,-0.03992527301171037
BAJAJFINSV,2023-10,1530.25,1569.55,0.0054450530091925305
BAJAJFINSV,2023-11,1574.9,1673.5,0.06399211622214458
BAJAJFINSV,2023-12,1680.0,1685.8,-8.897061004187012e-05
BAJAJFINSV,2024-01,1685.8,1627.3,-0.029288952517299054
BAJAJFINSV,2024-02,1632.0,1593.8,-0.017537370935429217
BAJAJFINSV,2024-03,1597.95,1643.85,0.018873187058385903
BAJAJFINSV,2024-04,1659.05,1615.0,-0.018833535844471446
BAJAJFINSV,2024-05,1615.0,1528.6,-0.053762109628896056
BAJAJFINSV,2024-06,1580.0,1588.15,0.007837288996065577
BAJAJFINSV,2024-07,1588.2,1651.65,0.04521579546892801
BAJAJFINSV,2024-08,1655.0,1783.05,0.09068387570344996
BAJAJFINSV,2024-09,1796.4,1973.4,0.07217951155904492
BAJAJFINSV,2024-10,1973.0,1750.75,-0.11365649917731932
BAJAJFINSV,2024-11,1762.0,1600.85,-0.08767880549381668
BAJFINANCE,2023-10,7780.8,7492.65,-0.05961017119333309
BAJFINANCE,2023-11,7520.0,7121.9,-0.04684216865857413
BAJFINANCE,2023-12,7160.0,7327.75,0.009422331200451781
BAJFINANCE,2024-01,7336.95,6862.9,-0.05975435159370062
BAJFINANCE,2024-02,6865.9,6495.35,-0.03676983079501132
BAJFINANCE,2024-03,6511.75,7245.25,0.10253444825723397
BAJFINANCE,2024-04,7261.25,6923.55,-0.0451527041284245
BAJFINANCE,2024-05,6937.85,6697.7,-0.026878986444273324
BAJFINANCE,2024-06,6948.85,7115.55,0.028920331716204783
BAJFINANCE,2024-07,7075.0,6806.95,-0.06456178926031542
BAJFINANCE,2024-08,6831.5,7200.15,0.0632785214829473
BAJFINANCE,2024-09,7274.0,7703.0,0.035342504418653074
BAJFINANCE,2024-10,7660.1,6889.75,-0.10557574970790601
BAJFINANCE,2024-11,6930.0,6683.95,-0.03461349586920107
BEL,2023-10,137.9,133.25,-0.04274425287356314
BEL,2023-11,133.75,145.9,0.10196374622356495
BEL,2023-12,147.95,184.2,0.24923702950152596
BEL,2024-01,184.8,185.9,0.00513652338469866
BEL,2024-02,187.7,205.1,0.11832061068702283
BEL,2024-03,205.95,201.5,-0.01994163424124511
BEL,2024-04,205.0,233.75,0.1072951207958314
BEL,2024-05,234.7,295.95,0.260702875399361
BEL,2024-06,323.0,305.9,-0.04001255295779068
BEL,2024-07,310.95,316.05,0.027303754266211715
BEL,2024-08,317.7,299.3,-0.03808452514864203
BEL,2024-09,301.95,285.1,-0.03974402155607934
BEL,2024-10,285.1,284.9,0.0033456594470857148
BEL,2024-11,286.65,280.85,-0.02702234540100452
BHARTIARTL,2023-10,918.25,914.4,-0.011779963255160465
BHARTIARTL,2023-11,903.0,1014.7,0.11084350539164704
BHARTIARTL,2023-12,1015.0,1032.2,0.017246476791169803
BHARTIARTL,2024-01,1031.95,1170.7,0.1556191698336707
BHARTIARTL,2024-02,1165.05,1123.35,-0.02419214732453104
BHARTIARTL,2024-03,1128.0,1228.6,0.0885089040489057
BHARTIARTL,2024-04,1228.0,1322.3,0.08621185361646203
BHARTIARTL,2024-05,1315.25,1372.75,0.05268202906330283
BHARTIARTL,2024-06,1415.3,1444.05,0.038063403062324815
BHARTIARTL,2024-07,1450.0,1491.55,0.025825309491059115
BHARTIARTL,2024-08,1485.0,1589.05,0.05549651278644965
BHARTIARTL,2024-09,1605.0,1709.55,0.08794985203805648
BHARTIARTL,2024-10,1705.0,1612.6,-0.050685818567139655
BHARTIARTL,2024-11,1620.0,1569.3,-0.02916885768195743
BPCL,2023-10,174.25,174.63,0.023142723224748
BPCL,2023-11,175.28,217.85,0.22079013729335953
BPCL,2023-12,220.0,225.33,0.028904109589041153
BPCL,2024-01,229.7,251.18,0.11126841569703139
BPCL,2024-02,252.28,301.93,0.18762537859418643
BPCL,2024-03,305.5,301.2,-0.03353120487726613
BPCL,2024-04,301.5,303.68,0.011087065090727431
BPCL,2024-05,309.0,313.9,-0.01080893706866671
BPCL,2024-06,332.5,303.95,-0.08745646691485529
BPCL,2024-07,305.7,350.05,0.14940075521260876
BPCL,2024-08,351.0,357.65,0.024491549699226452
BPCL,2024-09,361.0,369.95,0.03208257776537871
BPCL,2024-10,370.0,310.75,-0.1561439239646979
BPCL,2024-11,311.95,285.85,-0.08674121405750791
BRITANNIA,2023-10,4524.8,4426.5,-0.015337730371820357
BRITANNIA,2023-11,4442.6,4852.65,0.1035521797466626
BRITANNIA,2023-12,4873.0,5338.45,0.07397274053211282
BRITANNIA,2024-01,5339.0,5198.4,-0.022820406782209958
BRITANNIA,2024-02,5196.05,4965.2,-0.03562133395486162
BRITANNIA,2024-03,4965.2,4911.25,-0.0033382714045091665
BRITANNIA,2024-04,4929.95,4775.95,-0.024360598136950483
BRITANNIA,2024-05,4789.95,5179.8,0.08827329740632202
BRITANNIA,2024-06,5300.0,5475.55,0.059551453229614144
BRITANNIA,2024-07,5475.05,5784.45,0.05623116954259104
BRITANNIA,2024-08,5784.45,5855.25,0.021831889217559814
BRITANNIA,2024-09,5882.05,6338.15,0.07024475908242783
BRITANNIA,2024-10,6306.9,5726.9,-0.11156444644394638
BRITANNIA,2024-11,5768.55,4848.35,-0.14837389448538127
CIPLA,2023-10,1184.0,1200.0,0.014541765302671665
CIPLA,2023-11,1200.0,1212.3,0.00919875130072837
CIPLA,2023-12,1213.45,1246.3,0.033673384755743475
CIPLA,2024-01,1252.45,1351.0,0.07993605115907274
CIPLA,2024-02,1359.7,1480.35,0.06680358880121054
CIPLA,2024-03,1494.0,1496.95,0.01771024542796924
CIPLA,2024-04,1510.0,1400.0,-0.06582590998565381
CIPLA,2024-05,1400.0,1447.2,0.019119045104045697
CIPLA,2024-06,1482.0,1480.8,0.01958894205942097
CIPLA,2024-07,1484.95,1544.3,0.044080859982421776
CIPLA,2024-08,1545.95,1654.9,0.07030138403828744
CIPLA,2024-09,1669.0,1654.1,0.004524337290863157
CIPLA,2024-10,1660.0,1551.75,-0.06793404811244251
CIPLA,2024-11,1565.1,1486.5,-0.04684043474079058
COALINDIA,2023-10,297.05,314.25,0.0765673175745119
COALINDIA,2023-11,313.2,342.15,0.11576716125876407
COALINDIA,2023-12,343.8,376.0,0.08466753209288916
COALINDIA,2024-01,377.8,406.15,0.06377684651650069
COALINDIA,2024-02,408.8,436.7,0.07376444553725105
COALINDIA,2024-03,438.0,434.1,-0.02744483029013106
COALINDIA,2024-04,436.7,454.3,0.027711797307996833
COALINDIA,2024-05,457.55,491.2,0.08217669090107957
COALINDIA,2024-06,515.0,473.15,-0.07651019810676304
COALINDIA,2024-07,473.35,522.2,0.09983150800336991
COALINDIA,2024-08,535.0,524.95,-0.028589933382679372
COALINDIA,2024-09,527.0,510.15,-0.020543342613036468
COALINDIA,2024-10,512.0,452.05,-0.1110127826941986
COALINDIA,2024-11,454.65,414.05,-0.08829681823186165
DRREDDY,2023-10,1117.38,1073.51,-0.017238222531446187
DRREDDY,2023-11,1077.0,1157.63,0.0826155673390756
DRREDDY,2023-12,1160.0,1159.58,0.008435662851775678
DRREDDY,2024-01,1160.0,1224.23,0.05144589592297724
DRREDDY,2024-02,1217.89,1284.85,0.07193212250652811
DRREDDY,2024-03,1289.8,1231.58,-0.005755988084378191
DRREDDY,2024-04,1243.0,1240.86,-0.007367587415104784
DRREDDY,2024-05,1239.05,1158.37,-0.07883101391650107
DRREDDY,2024-06,1187.58,1280.47,0.10704096277211966
DRREDDY,2024-07,1286.0,1350.1,0.06245179973873483
DRREDDY,2024-08,1359.1,1406.27,0.020818966455912184
DRREDDY,2024-09,1409.94,1350.32,-0.017541817335186314
DRREDDY,2024-10,1350.32,1274.2,-0.056022284452741766
DRREDDY,2024-11,1280.0,1214.45,-0.035844712607176775
EICHERMOT,2023-10,3426.9,3295.55,-0.016664677448230563
EICHERMOT,2023-11,3309.8,3896.9,0.1872648335745297
EICHERMOT,2023-12,3922.0,4143.5,0.06483861019736847
EICHERMOT,2024-01,4145.0,3839.6,-0.04921564500352867
EICHERMOT,2024-02,3843.0,3792.4,-0.035797823655039085
EICHERMOT,2024-03,3790.2,4019.3,0.0457259564725319
EICHERMOT,2024-04,4060.8,4597.4,0.16488667604170615
EICHERMOT,2024-05,4598.0,4733.45,0.02847427429167395
EICHERMOT,2024-06,4800.0,4672.95,0.00044959696843175316
EICHERMOT,2024-07,4640.0,4962.7,0.07057414977726476
EICHERMOT,2024-08,4970.5,4960.5,-0.0016704234422798626
EICHERMOT,2024-09,4949.75,5026.25,0.023269780840603056
EICHERMOT,2024-10,5026.3,4894.65,-0.015685801333293115
EICHERMOT,2024-11,4984.85,4986.2,0.006581072351421078
GRASIM,2023-10,1920.46,1879.23,-0.01808406136354131
GRASIM,2023-11,1886.5,1997.51,0.0732665287591005
GRASIM,2023-12,2011.95,2126.35,0.058902329102073124
GRASIM,2024-01,2136.51,2175.0,0.02648569055349991
GRASIM,2024-02,2175.0,2191.4,0.029502959691816304
GRASIM,2024-03,2209.0,2287.3,0.014368708146702776
GRASIM,2024-04,2300.0,2411.65,0.05195088438638193
GRASIM,2024-05,2410.0,2316.25,-0.04968510882720984
GRASIM,2024-06,2400.0,2670.45,0.12734295845997956
GRASIM,2024-07,2666.2,2776.75,0.018467576291079778
GRASIM,2024-08,2781.95,2698.85,-0.024629562703288792
GRASIM,2024-09,2706.75,2795.55,0.0389289430652594
GRASIM,2024-10,2794.05,2695.85,-0.03759170340752911
GRASIM,2024-11,2719.0,2598.65,-0.0371447626810923
HCLTECH,2023-10,1232.5,1276.0,0.030112214418341773
HCLTECH,2023-11,1280.0,1340.9,0.06509392747924861
HCLTECH,2023-12,1346.0,1466.1,0.09680556594598629
HCLTECH,2024-01,1460.0,1576.0,0.062173546756529065
HCLTECH,2024-02,1576.0,1663.85,0.05480537593508293
HCLTECH,2024-03,1675.45,1543.55,-0.06115808040873424
HCLTECH,2024-04,1549.0,1366.6,-0.12211729941543016
HCLTECH,2024-05,1358.0,1324.1,-0.02689792018813856
HCLTECH,2024-06,1350.55,1459.6,0.11042641408954305
HCLTECH,2024-07,1465.0,1642.6,0.11828981856554448
HCLTECH,2024-08,1640.05,1753.25,0.06869647374356164
HCLTECH,2024-09,1764.2,1796.1,-0.005839537265104022
HCLTECH,2024-10,1790.0,1766.05,-0.02777319020093589
HCLTECH,2024-11,1777.0,1898.4,0.08023216114714919
HDFCBANK,2023-10,1527.0,1476.5,-0.020921056994131465
HDFCBANK,2023-11,1462.25,1558.8,0.05717192268565612
HDFCBANK,2023-12,1557.9,1709.25,0.09891346277484885
HDFCBANK,2024-01,1706.0,1462.55,-0.13871385666332958
HDFCBANK,2024-02,1465.05,1403.4,-0.042929723463020306
HDFCBANK,2024-03,1400.0,1447.9,0.011986720251616349
HDFCBANK,2024-04,1458.0,1520.1,0.033730023801428026
HDFCBANK,2024-05,1522.0,1531.55,-0.0004568445097079755
HDFCBANK,2024-06,1599.0,1683.8,0.07098333545350459
HDFCBANK,2024-07,1680.0,1615.75,-0.052457189772460736
HDFCBANK,2024-08,1622.9,1636.9,-0.0011593849157919597
HDFCBANK,2024-09,1646.8,1732.05,0.06459940379237217
HDFCBANK,2024-10,1724.0,1735.7,0.005503417912177036
HDFCBANK,2024-11,1733.0,1745.6,0.004777528348586861
HDFCLIFE,2023-10,634.45,618.35,-0.023991792281587772
HDFCLIFE,2023-11,621.8,690.75,0.11402306265623748
HDFCLIFE,2023-12,694.05,646.7,-0.0519680422194531
HDFCLIFE,2024-01,647.0,576.6,-0.11114536765839374
HDFCLIFE,2024-02,577.2,582.0,-0.00868676545733269
HDFCLIFE,2024-03,584.9,633.35,0.07356555640308496
HDFCLIFE,2024-04,638.0,583.65,-0.08050413548641201
HDFCLIFE,2024-05,584.3,549.85,-0.045979005812440354
HDFCLIFE,2024-06,568.95,595.05,0.08171241592437725
HDFCLIFE,2024-07,590.15,715.5,0.19101123595505617
HDFCLIFE,2024-08,715.0,738.7,0.03517376681614353
HDFCLIFE,2024-09,743.15,718.0,-0.03662954514960413
HDFCLIFE,2024-10,716.0,720.15,0.014010137989298692
HDFCLIFE,2024-11,721.95,688.2,-0.04905347519690479
HEROMOTOCO,2023-10,3058.0,3088.35,0.024124552327894948
HEROMOTOCO,2023-11,3095.95,3819.05,0.23495933644844716
HEROMOTOCO,2023-12,3860.0,4139.55,0.10094414893617026
HEROMOTOCO,2024-01,4139.55,4621.55,0.1221303614136043
HEROMOTOCO,2024-02,4621.7,4426.5,-0.034927071750932
HEROMOTOCO,2024-03,4459.9,4722.3,0.04774688824299434
HEROMOTOCO,2024-04,4740.0,4543.05,-0.02941836244191632
HEROMOTOCO,2024-05,4625.0,5119.6,0.12235010413241267
HEROMOTOCO,2024-06,5280.0,5579.6,0.08119210944463821
HEROMOTOCO,2024-07,5595.0,5488.45,-0.02046188716960264
HEROMOTOCO,2024-08,5487.45,5455.4,0.015553301004309366
HEROMOTOCO,2024-09,5535.0,5712.4,0.024057939837223444
HEROMOTOCO,2024-10,5712.4,4989.55,-0.1322672649171319
HEROMOTOCO,2024-11,5039.7,4794.1,-0.04509511004879985
HINDALCO,2023-10,483.1,459.5,-0.042608605063027376
HINDALCO,2023-11,458.5,515.65,0.11443700021612274
HINDALCO,2023-12,520.05,614.85,0.1888051044083526
HINDALCO,2024-01,614.5,579.35,-0.05086828309305366
HINDALCO,2024-02,578.0,503.85,-0.11798687089715532
HINDALCO,2024-03,510.0,560.25,0.0792718166056636
HINDALCO,2024-04,570.0,644.4,0.1333098839254308
HINDALCO,2024-05,635.9,689.35,0.07467456543768021
HINDALCO,2024-06,715.0,693.55,-0.0034485236008335238
HINDALCO,2024-07,699.0,669.6,-0.029354207436399216
HINDALCO,2024-08,680.0,701.35,0.041351150705271005
HINDALCO,2024-09,706.7,756.2,0.10571721011843847
HINDALCO,2024-10,755.0,686.05,-0.09913991202153503
HINDALCO,2024-11,687.5,652.1,-0.05615863366623239
HINDUNILVR,2023-10,2490.0,2484.0,0.006116084086030179
HINDUNILVR,2023-11,2485.0,2545.55,0.029649105066235283
HINDUNILVR,2023-12,2547.5,2663.95,0.03912390536929757
HINDUNILVR,2024-01,2663.85,2481.55,-0.06524154816837736
HINDUNILVR,2024-02,2475.1,2412.3,-0.02478169469598954
HINDUNILVR,2024-03,2416.95,2264.35,-0.06031871187284721
HINDUNILVR,2024-04,2270.0,2230.45,-0.024257404085918137
HINDUNILVR,2024-05,2205.05,2329.05,0.04615280959439428
HINDUNILVR,2024-06,2381.0,2473.05,0.04972621927925637
HINDUNILVR,2024-07,2461.05,2705.65,0.08005668436389772
HINDUNILVR,2024-08,2714.0,2778.0,0.02299718289112696
HINDUNILVR,2024-09,2794.0,2958.3,0.060683745361323746
HINDUNILVR,2024-10,2962.7,2528.25,-0.13527148353997434
HINDUNILVR,2024-11,2543.95,2445.25,-0.03635467980295567
ICICIBANK,2023-10,951.6,915.35,-0.026534084866531887
ICICIBANK,2023-11,913.8,934.95,0.022865269952409707
ICICIBANK,2023-12,935.95,996.6,0.05270941164043517
ICICIBANK,2024-01,991.55,1028.15,0.028767260356213843
ICICIBANK,2024-02,1033.95,1052.2,0.026386382480612546
ICICIBANK,2024-03,1055.0,1093.3,0.005888306191921854
ICICIBANK,2024-04,1096.05,1150.4,0.046151048060746595
ICICIBANK,2024-05,1143.0,1121.05,-0.01614814164728605
ICICIBANK,2024-06,1170.0,1199.6,0.03413793103448268
ICICIBANK,2024-07,1199.6,1214.9,0.0025168131369395406
ICICIBANK,2024-08,1212.5,1229.2,0.015783819519048125
ICICIBANK,2024-09,1239.0,1273.0,0.0350014228220659
ICICIBANK,2024-10,1269.8,1292.25,0.01400659133709974
ICICIBANK,2024-11,1289.95,1278.05,-0.010644062548382103
INDUSINDBK,2023-10,1432.0,1441.3,0.004110352514978308
INDUSINDBK,2023-11,1443.9,1466.1,0.023384056959374566
INDUSINDBK,2023-12,1479.0,1598.95,0.0943841757640054
INDUSINDBK,2024-01,1598.95,1534.05,-0.04052913031241202
INDUSINDBK,2024-02,1537.75,1474.9,-0.04298737955422898
INDUSINDBK,2024-03,1480.0,1553.0,0.017260013755608625
INDUSINDBK,2024-04,1553.0,1515.7,-0.017310684647302933
