Ticker,month,open,close,monthly_return,month_str
ADANIENT,2023-10,2418.0,2294.65,-5.101323407775017,October 2023
ADANIENT,2023-11,2299.0,2358.55,2.5902566333188424,November 2023
ADANIENT,2023-12,2370.0,2848.95,20.208860759493664,December 2023
ADANIENT,2024-01,2852.3,3142.0,10.156715632997924,January 2024
ADANIENT,2024-02,3156.9,3285.4,4.070448858056955,February 2024
ADANIENT,2024-03,3309.85,3197.1,-3.406498783932807,March 2024
ADANIENT,2024-04,3230.2,3054.7,-5.433100117639775,April 2024
ADANIENT,2024-05,3071.95,3411.35,11.048356906850701,May 2024
ADANIENT,2024-06,3725.0,3177.15,-14.707382550335568,June 2024
ADANIENT,2024-07,3179.95,3169.4,-0.3317662227393427,July 2024
ADANIENT,2024-08,3180.0,3019.35,-5.051886792452833,August 2024
ADANIENT,2024-09,3021.1,3135.85,3.798285392737745,September 2024
ADANIENT,2024-10,3136.3,2947.25,-6.027803462678959,October 2024
ADANIENT,2024-11,2960.0,2228.0,-24.72972972972973,November 2024
ADANIPORTS,2023-10,826.0,784.75,-4.993946731234867,October 2023
ADANIPORTS,2023-11,784.75,825.5,5.1927365402994585,November 2023
ADANIPORTS,2023-12,839.2,1024.35,22.062678741658708,December 2023
ADANIPORTS,2024-01,1026.55,1207.65,17.641615118601152,January 2024
ADANIPORTS,2024-02,1213.6,1320.5,8.808503625576805,February 2024
ADANIPORTS,2024-03,1335.0,1341.85,0.5131086142322029,March 2024
ADANIPORTS,2024-04,1356.8,1324.9,-2.351120283018858,April 2024
ADANIPORTS,2024-05,1333.95,1437.4,7.755163237002889,May 2024
ADANIPORTS,2024-06,1549.0,1478.1,-4.5771465461588186,June 2024
ADANIPORTS,2024-07,1483.0,1569.9,5.859743762643297,July 2024
ADANIPORTS,2024-08,1580.95,1481.9,-6.2652202789462,August 2024
ADANIPORTS,2024-09,1490.0,1448.2,-2.8053691275167756,September 2024
ADANIPORTS,2024-10,1448.2,1375.95,-4.98895180223726,October 2024
ADANIPORTS,2024-11,1386.5,1136.75,-18.012982329606924,November 2024
APOLLOHOSP,2023-10,5138.95,4819.9,-6.208466710125613,October 2023
APOLLOHOSP,2023-11,4835.0,5528.95,14.352637021716646,November 2023
APOLLOHOSP,2023-12,5550.0,5704.1,2.776576576576583,December 2023
APOLLOHOSP,2024-01,5741.0,6352.95,10.659292806131333,January 2024
APOLLOHOSP,2024-02,6289.65,6101.6,-2.989832502603472,February 2024
APOLLOHOSP,2024-03,6102.0,6356.8,4.175680104883648,March 2024
APOLLOHOSP,2024-04,6401.0,5947.1,-7.091079518825177,April 2024
APOLLOHOSP,2024-05,5947.1,5839.2,-1.8143296732861487,May 2024
APOLLOHOSP,2024-06,5986.3,6185.7,3.330938977331568,June 2024
APOLLOHOSP,2024-07,6180.0,6615.3,7.043689320388352,July 2024
APOLLOHOSP,2024-08,6615.3,6927.5,4.71936268952277,August 2024
APOLLOHOSP,2024-09,6989.0,7199.15,3.0068679353269374,September 2024
APOLLOHOSP,2024-10,7201.5,7022.7,-2.482816079983339,October 2024
APOLLOHOSP,2024-11,7022.7,6935.1,-1.2473834849844,November 2024
ASIANPAINT,2023-10,3166.1,2995.7,-5.3820157291304795,October 2023
ASIANPAINT,2023-11,2997.95,3119.9,4.067779649427118,November 2023
ASIANPAINT,2023-12,3146.95,3402.4,8.117383498307895,December 2023
ASIANPAINT,2024-01,3403.0,2957.85,-13.081104907434618,January 2024
ASIANPAINT,2024-02,2961.0,2821.9,-4.697737250928737,February 2024
ASIANPAINT,2024-03,2832.9,2846.75,0.4888983020932581,March 2024
ASIANPAINT,2024-04,2860.95,2875.9,0.5225536971984925,April 2024
ASIANPAINT,2024-05,2875.1,2881.2,0.21216653333796773,May 2024
ASIANPAINT,2024-06,2950.0,2917.05,-1.1169491525423667,June 2024
ASIANPAINT,2024-07,2889.3,3084.45,6.754231128647064,July 2024
ASIANPAINT,2024-08,3088.0,3126.8,1.2564766839378299,August 2024
ASIANPAINT,2024-09,3148.0,3329.1,5.752858958068612,September 2024
ASIANPAINT,2024-10,3317.0,2935.65,-11.496834488996079,October 2024
ASIANPAINT,2024-11,2958.0,2472.2,-16.423258958755923,November 2024
AXISBANK,2023-10,1035.0,981.85,-5.13526570048309,October 2023
AXISBANK,2023-11,977.85,1074.25,9.85836273457074,November 2023
AXISBANK,2023-12,1075.4,1102.3,2.5013948298307476,December 2023
AXISBANK,2024-01,1095.0,1067.75,-2.4885844748858448,January 2024
AXISBANK,2024-02,1072.65,1075.1,0.22840628350345574,February 2024
AXISBANK,2024-03,1076.0,1047.2,-2.6765799256505534,March 2024
AXISBANK,2024-04,1052.35,1165.9,10.790136361476712,April 2024
AXISBANK,2024-05,1156.0,1162.15,0.5320069204152328,May 2024
AXISBANK,2024-06,1197.05,1265.25,5.6973392924272215,June 2024
AXISBANK,2024-07,1273.0,1166.1,-8.397486252945804,July 2024
AXISBANK,2024-08,1168.0,1175.25,0.6207191780821918,August 2024
AXISBANK,2024-09,1176.0,1232.2,4.778911564625854,September 2024
AXISBANK,2024-10,1228.1,1159.55,-5.581793013598238,October 2024
AXISBANK,2024-11,1164.05,1142.4,-1.8598857437395186,November 2024
BAJAJ-AUTO,2023-10,5065.0,5314.05,4.917077986179668,October 2023
BAJAJ-AUTO,2023-11,5305.0,6090.55,14.80772855796419,November 2023
BAJAJ-AUTO,2023-12,6050.0,6797.25,12.351239669421489,December 2023
BAJAJ-AUTO,2024-01,6770.0,7667.55,13.257754800590845,January 2024
BAJAJ-AUTO,2024-02,7680.0,7909.35,2.986328125000005,February 2024
BAJAJ-AUTO,2024-03,7955.0,9148.15,14.998742928975483,March 2024
BAJAJ-AUTO,2024-04,9194.8,8903.65,-3.166463653369292,April 2024
BAJAJ-AUTO,2024-05,8944.0,9084.75,1.573680679785331,May 2024
BAJAJ-AUTO,2024-06,9180.0,9501.65,3.5038126361655735,June 2024
BAJAJ-AUTO,2024-07,9505.0,9664.2,1.6749079431878038,July 2024
BAJAJ-AUTO,2024-08,9844.0,10891.5,10.640999593661112,August 2024
BAJAJ-AUTO,2024-09,10926.0,12346.0,12.996522057477577,September 2024
BAJAJ-AUTO,2024-10,12414.2,9836.3,-20.765736011986284,October 2024
BAJAJ-AUTO,2024-11,9905.0,9481.65,-4.274103987884911,November 2024
BAJAJFINSV,2023-10,1530.25,1569.55,2.5682078091815033,October 2023
BAJAJFINSV,2023-11,1574.9,1673.5,6.2607149660295836,November 2023
BAJAJFINSV,2023-12,1680.0,1685.8,0.3452380952380925,December 2023
BAJAJFINSV,2024-01,1685.8,1627.3,-3.4701625341084354,January 2024
BAJAJFINSV,2024-02,1632.0,1593.8,-2.3406862745098067,February 2024
BAJAJFINSV,2024-03,1597.95,1643.85,2.872430301323562,March 2024
BAJAJFINSV,2024-04,1659.05,1615.0,-2.6551339622072847,April 2024
BAJAJFINSV,2024-05,1615.0,1528.6,-5.349845201238396,May 2024
BAJAJFINSV,2024-06,1580.0,1588.15,0.5158227848101323,June 2024
BAJAJFINSV,2024-07,1588.2,1651.65,3.995088779750664,July 2024
BAJAJFINSV,2024-08,1655.0,1783.05,7.737160120845919,August 2024
BAJAJFINSV,2024-09,1796.4,1973.4,9.853039412157647,September 2024
BAJAJFINSV,2024-10,1973.0,1750.75,-11.264571718195642,October 2024
BAJAJFINSV,2024-11,1762.0,1600.85,-9.145856980703751,November 2024
BAJFINANCE,2023-10,7780.8,7492.65,-3.7033466995681747,October 2023
BAJFINANCE,2023-11,7520.0,7121.9,-5.293882978723409,November 2023
BAJFINANCE,2023-12,7160.0,7327.75,2.342877094972067,December 2023
BAJFINANCE,2024-01,7336.95,6862.9,-6.461131669154079,January 2024
BAJFINANCE,2024-02,6865.9,6495.35,-5.396961796705447,February 2024
BAJFINANCE,2024-03,6511.75,7245.25,11.264253080969018,March 2024
BAJFINANCE,2024-04,7261.25,6923.55,-4.65071440867619,April 2024
BAJFINANCE,2024-05,6937.85,6697.7,-3.46144699006177,May 2024
BAJFINANCE,2024-06,6948.85,7115.55,2.3989581009807353,June 2024
BAJFINANCE,2024-07,7075.0,6806.95,-3.788692579505303,July 2024
BAJFINANCE,2024-08,6831.5,7200.15,5.396325843518988,August 2024
BAJFINANCE,2024-09,7274.0,7703.0,5.897717899367611,September 2024
BAJFINANCE,2024-10,7660.1,6889.75,-10.056657223796037,October 2024
BAJFINANCE,2024-11,6930.0,6683.95,-3.5505050505050533,November 2024
BEL,2023-10,137.9,133.25,-3.3720087019579443,October 2023
BEL,2023-11,133.75,145.9,9.084112149532714,November 2023
BEL,2023-12,147.95,184.2,24.501520784048665,December 2023
BEL,2024-01,184.8,185.9,0.5952380952380921,January 2024
BEL,2024-02,187.7,205.1,9.270111880660632,February 2024
BEL,2024-03,205.95,201.5,-2.160718621024515,March 2024
BEL,2024-04,205.0,233.75,14.02439024390244,April 2024
BEL,2024-05,234.7,295.95,26.09714529186195,May 2024
BEL,2024-06,323.0,305.9,-5.2941176470588305,June 2024
BEL,2024-07,310.95,316.05,1.6401350699469444,July 2024
BEL,2024-08,317.7,299.3,-5.791627321372357,August 2024
BEL,2024-09,301.95,285.1,-5.580394104984258,September 2024
BEL,2024-10,285.1,284.9,-0.07015082427220114,October 2024
BEL,2024-11,286.65,280.85,-2.0233734519448645,November 2024
BHARTIARTL,2023-10,918.25,914.4,-0.41927579635175855,October 2023
BHARTIARTL,2023-11,903.0,1014.7,12.369878183831677,November 2023
BHARTIARTL,2023-12,1015.0,1032.2,1.6945812807881817,December 2023
BHARTIARTL,2024-01,1031.95,1170.7,13.445418867193176,January 2024
BHARTIARTL,2024-02,1165.05,1123.35,-3.5792455259430964,February 2024
BHARTIARTL,2024-03,1128.0,1228.6,8.918439716312049,March 2024
BHARTIARTL,2024-04,1228.0,1322.3,7.679153094462538,April 2024
BHARTIARTL,2024-05,1315.25,1372.75,4.371792434898309,May 2024
BHARTIARTL,2024-06,1415.3,1444.05,2.0313714406839543,June 2024
BHARTIARTL,2024-07,1450.0,1491.55,2.8655172413793073,July 2024
BHARTIARTL,2024-08,1485.0,1589.05,7.006734006734004,August 2024
BHARTIARTL,2024-09,1605.0,1709.55,6.514018691588783,September 2024
BHARTIARTL,2024-10,1705.0,1612.6,-5.419354838709682,October 2024
BHARTIARTL,2024-11,1620.0,1569.3,-3.1296296296296324,November 2024
BPCL,2023-10,174.25,174.63,0.21807747489239337,October 2023
BPCL,2023-11,175.28,217.85,24.28685531720675,November 2023
BPCL,2023-12,220.0,225.33,2.4227272727272786,December 2023
BPCL,2024-01,229.7,251.18,9.35132781889422,January 2024
BPCL,2024-02,252.28,301.93,19.680513714919933,February 2024
BPCL,2024-03,305.5,301.2,-1.4075286415711985,March 2024
BPCL,2024-04,301.5,303.68,0.7230514096185761,April 2024
BPCL,2024-05,309.0,313.9,1.5857605177993455,May 2024
BPCL,2024-06,332.5,303.95,-8.586466165413537,June 2024
BPCL,2024-07,305.7,350.05,14.50768727510632,July 2024
BPCL,2024-08,351.0,357.65,1.894586894586888,August 2024
BPCL,2024-09,361.0,369.95,2.479224376731299,September 2024
BPCL,2024-10,370.0,310.75,-16.013513513513512,October 2024
BPCL,2024-11,311.95,285.85,-8.366725436768702,November 2024
BRITANNIA,2023-10,4524.8,4426.5,-2.172471711456864,October 2023
BRITANNIA,2023-11,4442.6,4852.65,9.229955431504058,November 2023
BRITANNIA,2023-12,4873.0,5338.45,9.551610917299401,December 2023
BRITANNIA,2024-01,5339.0,5198.4,-2.6334519572953803,January 2024
BRITANNIA,2024-02,5196.05,4965.2,-4.442797894554524,February 2024
BRITANNIA,2024-03,4965.2,4911.25,-1.0865624748247769,March 2024
BRITANNIA,2024-04,4929.95,4775.95,-3.1237639326970865,April 2024
BRITANNIA,2024-05,4789.95,5179.8,8.138915855071565,May 2024
BRITANNIA,2024-06,5300.0,5475.55,3.3122641509433994,June 2024
BRITANNIA,2024-07,5475.05,5784.45,5.651089944384062,July 2024
BRITANNIA,2024-08,5784.45,5855.25,1.2239711640691886,August 2024
BRITANNIA,2024-09,5882.05,6338.15,7.754099336115801,September 2024
BRITANNIA,2024-10,6306.9,5726.9,-9.196277093342212,October 2024
BRITANNIA,2024-11,5768.55,4848.35,-15.95201567118253,November 2024
CIPLA,2023-10,1184.0,1200.0,1.3513513513513513,October 2023
CIPLA,2023-11,1200.0,1212.3,1.0249999999999961,November 2023
CIPLA,2023-12,1213.45,1246.3,2.7071572788330713,December 2023
CIPLA,2024-01,1252.45,1351.0,7.868577587927658,January 2024
CIPLA,2024-02,1359.7,1480.35,8.87328087078031,February 2024
CIPLA,2024-03,1494.0,1496.95,0.1974564926372186,March 2024
CIPLA,2024-04,1510.0,1400.0,-7.28476821192053,April 2024
CIPLA,2024-05,1400.0,1447.2,3.3714285714285745,May 2024
CIPLA,2024-06,1482.0,1480.8,-0.08097165991903141,June 2024
CIPLA,2024-07,1484.95,1544.3,3.9967675679315735,July 2024
CIPLA,2024-08,1545.95,1654.9,7.047446553898899,August 2024
CIPLA,2024-09,1669.0,1654.1,-0.8927501497902991,September 2024
CIPLA,2024-10,1660.0,1551.75,-6.521084337349397,October 2024
CIPLA,2024-11,1565.1,1486.5,-5.022043319915655,November 2024
COALINDIA,2023-10,297.05,314.25,5.790270998148456,October 2023
COALINDIA,2023-11,313.2,342.15,9.243295019157085,November 2023
COALINDIA,2023-12,343.8,376.0,9.365910413030829,December 2023
COALINDIA,2024-01,377.8,406.15,7.503970354685009,January 2024
COALINDIA,2024-02,408.8,436.7,6.824853228962812,February 2024
COALINDIA,2024-03,438.0,434.1,-0.8904109589041044,March 2024
COALINDIA,2024-04,436.7,454.3,4.030226700251895,April 2024
COALINDIA,2024-05,457.55,491.2,7.354387498634024,May 2024
COALINDIA,2024-06,515.0,473.15,-8.126213592233015,June 2024
COALINDIA,2024-07,473.35,522.2,10.320059152846735,July 2024
COALINDIA,2024-08,535.0,524.95,-1.878504672897188,August 2024
COALINDIA,2024-09,527.0,510.15,-3.197343453510441,September 2024
COALINDIA,2024-10,512.0,452.05,-11.708984374999998,October 2024
COALINDIA,2024-11,454.65,414.05,-8.929946112394143,November 2024
DRREDDY,2023-10,1117.38,1073.51,-3.9261486692083367,October 2023
DRREDDY,2023-11,1077.0,1157.63,7.4865366759517284,November 2023
DRREDDY,2023-12,1160.0,1159.58,-0.03620689655173041,December 2023
DRREDDY,2024-01,1160.0,1224.23,5.537068965517243,January 2024
DRREDDY,2024-02,1217.89,1284.85,5.498033484140588,February 2024
DRREDDY,2024-03,1289.8,1231.58,-4.513878120638861,March 2024
DRREDDY,2024-04,1243.0,1240.86,-0.17216411906678197,April 2024
DRREDDY,2024-05,1239.05,1158.37,-6.511440216294748,May 2024
DRREDDY,2024-06,1187.58,1280.47,7.821788847909203,June 2024
DRREDDY,2024-07,1286.0,1350.1,4.984447900466556,July 2024
DRREDDY,2024-08,1359.1,1406.27,3.47067912589214,August 2024
DRREDDY,2024-09,1409.94,1350.32,-4.2285487325701885,September 2024
DRREDDY,2024-10,1350.32,1274.2,-5.637182297529467,October 2024
DRREDDY,2024-11,1280.0,1214.45,-5.1210937499999964,November 2024
EICHERMOT,2023-10,3426.9,3295.55,-3.832910210394231,October 2023
EICHERMOT,2023-11,3309.8,3896.9,17.738231917336392,November 2023
EICHERMOT,2023-12,3922.0,4143.5,5.647628760836308,December 2023
EICHERMOT,2024-01,4145.0,3839.6,-7.367913148371534,January 2024
EICHERMOT,2024-02,3843.0,3792.4,-1.3166796773354128,February 2024
EICHERMOT,2024-03,3790.2,4019.3,6.044535908395345,March 2024
EICHERMOT,2024-04,4060.8,4597.4,13.214144996059876,April 2024
EICHERMOT,2024-05,4598.0,4733.45,2.9458460200086956,May 2024
EICHERMOT,2024-06,4800.0,4672.95,-2.6468750000000036,June 2024
EICHERMOT,2024-07,4640.0,4962.7,6.954741379310341,July 2024
EICHERMOT,2024-08,4970.5,4960.5,-0.20118700331958556,August 2024
EICHERMOT,2024-09,4949.75,5026.25,1.5455326026566998,September 2024
EICHERMOT,2024-10,5026.3,4894.65,-2.6192228876111763,October 2024
EICHERMOT,2024-11,4984.85,4986.2,0.0270820586376612,November 2024
GRASIM,2023-10,1920.46,1879.23,-2.1468814763129678,October 2023
GRASIM,2023-11,1886.5,1997.51,5.884442088523721,November 2023
GRASIM,2023-12,2011.95,2126.35,5.68602599468177,December 2023
GRASIM,2024-01,2136.51,2175.0,1.8015361500765164,January 2024
GRASIM,2024-02,2175.0,2191.4,0.7540229885057513,February 2024
GRASIM,2024-03,2209.0,2287.3,3.544590312358541,March 2024
GRASIM,2024-04,2300.0,2411.65,4.85434782608696,April 2024
GRASIM,2024-05,2410.0,2316.25,-3.8900414937759336,May 2024
GRASIM,2024-06,2400.0,2670.45,11.268749999999992,June 2024
GRASIM,2024-07,2666.2,2776.75,4.146350611356994,July 2024
GRASIM,2024-08,2781.95,2698.85,-2.987113355739676,August 2024
GRASIM,2024-09,2706.75,2795.55,3.2806871709614915,September 2024
GRASIM,2024-10,2794.05,2695.85,-3.514611406381427,October 2024
GRASIM,2024-11,2719.0,2598.65,-4.42625965428466,November 2024
HCLTECH,2023-10,1232.5,1276.0,3.5294117647058822,October 2023
HCLTECH,2023-11,1280.0,1340.9,4.757812500000007,November 2023
HCLTECH,2023-12,1346.0,1466.1,8.922734026745907,December 2023
HCLTECH,2024-01,1460.0,1576.0,7.9452054794520555,January 2024
HCLTECH,2024-02,1576.0,1663.85,5.574238578680197,February 2024
HCLTECH,2024-03,1675.45,1543.55,-7.872511862484711,March 2024
HCLTECH,2024-04,1549.0,1366.6,-11.77533892834087,April 2024
HCLTECH,2024-05,1358.0,1324.1,-2.4963181148748226,May 2024
HCLTECH,2024-06,1350.55,1459.6,8.074488171485687,June 2024
HCLTECH,2024-07,1465.0,1642.6,12.122866894197946,July 2024
HCLTECH,2024-08,1640.05,1753.25,6.902228590591754,August 2024
HCLTECH,2024-09,1764.2,1796.1,1.8081850130370627,September 2024
HCLTECH,2024-10,1790.0,1766.05,-1.337988826815645,October 2024
HCLTECH,2024-11,1777.0,1898.4,6.831738885762527,November 2024
HDFCBANK,2023-10,1527.0,1476.5,-3.307138179436804,October 2023
HDFCBANK,2023-11,1462.25,1558.8,6.602838091981532,November 2023
HDFCBANK,2023-12,1557.9,1709.25,9.715000962834578,December 2023
HDFCBANK,2024-01,1706.0,1462.55,-14.27022274325909,January 2024
HDFCBANK,2024-02,1465.05,1403.4,-4.208047506911018,February 2024
HDFCBANK,2024-03,1400.0,1447.9,3.421428571428578,March 2024
HDFCBANK,2024-04,1458.0,1520.1,4.259259259259253,April 2024
HDFCBANK,2024-05,1522.0,1531.55,0.6274638633377105,May 2024
HDFCBANK,2024-06,1599.0,1683.8,5.303314571607252,June 2024
HDFCBANK,2024-07,1680.0,1615.75,-3.8244047619047623,July 2024
HDFCBANK,2024-08,1622.9,1636.9,0.8626532750015403,August 2024
HDFCBANK,2024-09,1646.8,1732.05,5.176706339567646,September 2024
HDFCBANK,2024-10,1724.0,1735.7,0.6786542923433901,October 2024
HDFCBANK,2024-11,1733.0,1745.6,0.7270628967109007,November 2024
HDFCLIFE,2023-10,634.45,618.35,-2.537631018992832,October 2023
HDFCLIFE,2023-11,621.8,690.75,11.088774525570932,November 2023
HDFCLIFE,2023-12,694.05,646.7,-6.822275052229654,December 2023
HDFCLIFE,2024-01,647.0,576.6,-10.880989180834618,January 2024
HDFCLIFE,2024-02,577.2,582.0,0.8316008316008237,February 2024
HDFCLIFE,2024-03,584.9,633.35,8.283467259360583,March 2024
HDFCLIFE,2024-04,638.0,583.65,-8.51880877742947,April 2024
HDFCLIFE,2024-05,584.3,549.85,-5.895943864453181,May 2024
HDFCLIFE,2024-06,568.95,595.05,4.5873978381228415,June 2024
HDFCLIFE,2024-07,590.15,715.5,21.240362619672972,July 2024
HDFCLIFE,2024-08,715.0,738.7,3.314685314685321,August 2024
HDFCLIFE,2024-09,743.15,718.0,-3.384242750454145,September 2024
HDFCLIFE,2024-10,716.0,720.15,0.5796089385474829,October 2024
HDFCLIFE,2024-11,721.95,688.2,-4.674838977768543,November 2024
HEROMOTOCO,2023-10,3058.0,3088.35,0.9924787442773024,October 2023
HEROMOTOCO,2023-11,3095.95,3819.05,23.356320354010897,November 2023
HEROMOTOCO,2023-12,3860.0,4139.55,7.242227979274617,December 2023
HEROMOTOCO,2024-01,4139.55,4621.55,11.643777705306132,January 2024
HEROMOTOCO,2024-02,4621.7,4426.5,-4.223554103468417,February 2024
HEROMOTOCO,2024-03,4459.9,4722.3,5.88353998968588,March 2024
HEROMOTOCO,2024-04,4740.0,4543.05,-4.1550632911392364,April 2024
HEROMOTOCO,2024-05,4625.0,5119.6,10.694054054054062,May 2024
HEROMOTOCO,2024-06,5280.0,5579.6,5.674242424242431,June 2024
HEROMOTOCO,2024-07,5595.0,5488.45,-1.9043789097408435,July 2024
HEROMOTOCO,2024-08,5487.45,5455.4,-0.584059991435005,August 2024
HEROMOTOCO,2024-09,5535.0,5712.4,3.205058717253833,September 2024
HEROMOTOCO,2024-10,5712.4,4989.55,-12.654050836776126,October 2024
HEROMOTOCO,2024-11,5039.7,4794.1,-4.873305950751026,November 2024
HINDALCO,2023-10,483.1,459.5,-4.885116953011803,October 2023
HINDALCO,2023-11,458.5,515.65,12.464558342420933,November 2023
HINDALCO,2023-12,520.05,614.85,18.229016440726866,December 2023
HINDALCO,2024-01,614.5,579.35,-5.720097640358011,January 2024
HINDALCO,2024-02,578.0,503.85,-12.828719723183388,February 2024
HINDALCO,2024-03,510.0,560.25,9.852941176470589,March 2024
HINDALCO,2024-04,570.0,644.4,13.052631578947366,April 2024
HINDALCO,2024-05,635.9,689.35,8.405409655606235,May 2024
HINDALCO,2024-06,715.0,693.55,-3.0000000000000067,June 2024
HINDALCO,2024-07,699.0,669.6,-4.206008583690983,July 2024
HINDALCO,2024-08,680.0,701.35,3.1397058823529447,August 2024
HINDALCO,2024-09,706.7,756.2,7.004386585538418,September 2024
HINDALCO,2024-10,755.0,686.05,-9.132450331125835,October 2024
HINDALCO,2024-11,687.5,652.1,-5.149090909090906,November 2024
HINDUNILVR,2023-10,2490.0,2484.0,-0.24096385542168677,October 2023
HINDUNILVR,2023-11,2485.0,2545.55,2.4366197183098666,November 2023
HINDUNILVR,2023-12,2547.5,2663.95,4.571148184494596,December 2023
HINDUNILVR,2024-01,2663.85,2481.55,-6.843478424085431,January 2024
HINDUNILVR,2024-02,2475.1,2412.3,-2.5372712213647826,February 2024
HINDUNILVR,2024-03,2416.95,2264.35,-6.313742526738242,March 2024
HINDUNILVR,2024-04,2270.0,2230.45,-1.7422907488986863,April 2024
HINDUNILVR,2024-05,2205.05,2329.05,5.623455250447836,May 2024
HINDUNILVR,2024-06,2381.0,2473.05,3.8660226795464165,June 2024
HINDUNILVR,2024-07,2461.05,2705.65,9.938847239999182,July 2024
HINDUNILVR,2024-08,2714.0,2778.0,2.3581429624170966,August 2024
HINDUNILVR,2024-09,2794.0,2958.3,5.880458124552619,September 2024
HINDUNILVR,2024-10,2962.7,2528.25,-14.663988929017446,October 2024
HINDUNILVR,2024-11,2543.95,2445.25,-3.879793234929925,November 2024
ICICIBANK,2023-10,951.6,915.35,-3.8093736864228664,October 2023
ICICIBANK,2023-11,913.8,934.95,2.314510833880509,November 2023
ICICIBANK,2023-12,935.95,996.6,6.48004701105828,December 2023
ICICIBANK,2024-01,991.55,1028.15,3.691190560233991,January 2024
ICICIBANK,2024-02,1033.95,1052.2,1.7650756806421974,February 2024
ICICIBANK,2024-03,1055.0,1093.3,3.630331753554498,March 2024
ICICIBANK,2024-04,1096.05,1150.4,4.95871538707177,April 2024
ICICIBANK,2024-05,1143.0,1121.05,-1.9203849518810188,May 2024
ICICIBANK,2024-06,1170.0,1199.6,2.5299145299145223,June 2024
ICICIBANK,2024-07,1199.6,1214.9,1.27542514171392,July 2024
ICICIBANK,2024-08,1212.5,1229.2,1.3773195876288697,August 2024
ICICIBANK,2024-09,1239.0,1273.0,2.744148506860371,September 2024
ICICIBANK,2024-10,1269.8,1292.25,1.7679949598361981,October 2024
ICICIBANK,2024-11,1289.95,1278.05,-0.9225163766037513,November 2024
INDUSINDBK,2023-10,1432.0,1441.3,0.6494413407821197,October 2023
INDUSINDBK,2023-11,1443.9,1466.1,1.5375025971327527,November 2023
INDUSINDBK,2023-12,1479.0,1598.95,8.110209601081815,December 2023
INDUSINDBK,2024-01,1598.95,1534.05,-4.058913662090752,January 2024
INDUSINDBK,2024-02,1537.75,1474.9,-4.08714030238985,February 2024
INDUSINDBK,2024-03,1480.0,1553.0,4.9324324324324325,March 2024
INDUSINDBK,2024-04,1553.0,1515.7,-2.401802962009012,April 2024
INDUSINDBK,2024-05,1508.0,1461.85,-3.060344827586213,May 2024
